state,session_year,fy,scheduled_adjourn,actual_adjourn,overrun_days,precision,signed_date,days_late,scheduled_edition,actual_edition,source
South Dakota,2016,2017,2016-03-29,2016-03-29,0,exact,2016-03-16,-107,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2018,2019,2018-04-25,2018-03-26,-30,approx,2018-03-21,-102,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2019,2020,2019-03-29,2019-03-29,0,exact,2019-03-27,-96,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2020,2021,2020-03-30,2020-03-30,0,exact,2020-03-27,-96,2020-03-17,2020-12-31,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2021,2022,2021-03-29,2021-03-29,0,exact,2021-03-26,-97,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2022,2023,2022-03-10,2022-03-28,18,exact,2022-03-15,-108,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2023,2024,2023-03-27,2023-03-27,0,exact,2023-03-20,-103,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2024,2025,2024-03-25,2024-03-26,1,exact,2024-03-20,-103,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2025,2026,2025-03-31,2025-03-31,0,exact,2025-03-13,-110,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
South Dakota,2026,2027,2026-03-30,2026-03-30,0,exact,2026-03-19,-104,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2015,2016,2015-04-25,2015-04-22,-3,approx,2015-05-18,-44,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2016,2017,2016-04-15,2016-04-22,7,approx,2016-05-15,-47,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2018,2019,2018-04-15,2018-04-25,10,approx,2018-05-21,-41,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2019,2020,2019-04-25,2019-05-02,7,approx,2019-05-17,-45,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2020,2021,2020-04-22,2020-06-19,58,exact,2020-03-18,-105,2020-03-17,2020-12-31,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2021,2022,2021-05-06,2021-05-05,-1,exact,2021-05-17,-45,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2022,2023,2022-04-21,2022-04-28,7,exact,2022-05-25,-37,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2023,2024,2023-05-06,2023-04-21,-15,exact,2023-05-16,-46,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2024,2025,2024-04-25,2024-04-25,0,exact,2024-05-15,-47,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2025,2026,2025-04-30,2025-04-22,-8,exact,2025-04-24,-68,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Tennessee,2026,2027,2026-04-24,2026-04-23,-1,exact,2026-05-15,-47,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Texas,2015,2016,2015-06-01,2015-06-01,0,exact,2015-06-20,-73,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Texas,2017,2018,2017-05-29,2017-05-29,0,exact,2017-06-12,-81,2017-04-24,2017-12-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Texas,2019,2020,2019-05-27,2019-05-27,0,exact,2019-06-15,-78,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Texas,2021,2022,2021-05-31,2021-05-31,0,exact,2021-06-18,-75,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Texas,2023,2024,2023-05-29,2023-05-29,0,exact,2023-06-18,-75,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Texas,2025,2026,2025-06-02,2025-06-02,0,exact,2025-06-15,-78,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2015,2016,2015-03-12,2015-03-12,0,exact,2015-03-12,-111,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2016,2017,2016-03-10,2016-03-10,0,exact,2016-06-06,-25,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2018,2019,2018-03-09,2018-03-09,0,exact,2018-03-21,-102,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2019,2020,2019-03-14,2019-03-14,0,exact,2019-03-20,-103,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2021,2022,2021-03-05,2021-03-05,0,exact,2021-03-25,-98,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2022,2023,2022-03-04,2022-03-04,0,exact,2022-03-04,-119,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2023,2024,2023-03-03,2023-03-03,0,exact,2023-03-03,-120,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2024,2025,2024-03-01,2024-03-01,0,exact,2024-03-07,-116,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2025,2026,2025-03-07,2025-03-07,0,exact,2025-03-07,-116,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Utah,2026,2027,2026-03-06,2026-03-06,0,exact,2026-03-06,-117,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2015,2016,2015-05-15,2015-05-16,1,approx,2015-06-11,-20,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2016,2017,2016-05-15,2016-05-07,-8,approx,2016-06-08,-23,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2017,2018,2017-05-05,2017-05-18,13,approx,2017-06-29,-2,2017-04-24,2017-12-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2018,2019,2018-06-15,2018-05-12,-34,approx,2018-07-01,0,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2019,2020,2019-05-15,2019-05-29,14,approx,2019-06-18,-13,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2020,2021,2020-05-08,2020-09-25,140,exact,2020-06-30,-1,2020-03-17,2020-12-31,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2021,2022,2021-05-15,2021-05-21,6,exact,2021-06-08,-23,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2022,2023,2022-05-06,2022-05-12,6,exact,2022-06-09,-22,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2023,2024,2023-05-09,2023-05-12,3,exact,2023-06-20,-11,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2024,2025,2024-05-09,2024-05-11,2,exact,2024-05-23,-39,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2025,2026,2025-05-30,2025-06-16,17,exact,2025-05-21,-41,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Vermont,2026,2027,2026-05-08,2026-05-29,21,exact,2026-06-16,-15,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2015,2016,2015-02-28,2015-02-27,-1,exact,2015-03-26,-97,2014-11-07,2015-03-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2016,2017,2016-03-12,2016-03-11,-1,exact,2016-05-20,-42,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2018,2019,2018-03-11,2018-03-11,0,exact,2018-06-07,-24,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2019,2020,2019-03-10,2019-02-24,-14,exact,2019-05-02,-60,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2021,2022,2021-02-27,2021-02-08,-19,exact,2021-04-15,-77,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2022,2023,2022-03-13,2022-03-12,-1,exact,2022-06-21,-10,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2023,2024,2023-02-25,2023-02-25,0,exact,2023-09-14,75,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2024,2025,2024-03-09,2024-03-09,0,exact,2024-05-13,-49,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Virginia,2026,2027,2026-03-14,2026-03-14,0,exact,2026-06-29,-2,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2015,2016,2015-04-26,2015-04-24,-2,exact,2015-06-30,-1,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2016,2017,2016-03-10,2016-03-10,0,exact,2016-04-18,-74,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2018,2019,2018-03-09,2018-03-09,0,exact,2018-03-27,-96,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2019,2020,2019-04-28,2019-04-28,0,exact,2019-05-21,-41,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2021,2022,2021-04-25,2021-04-25,0,exact,2021-05-18,-44,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2022,2023,2022-03-18,2022-03-10,-8,exact,2022-03-31,-92,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2023,2024,2023-04-29,2023-04-23,-6,exact,2023-05-16,-46,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2024,2025,2024-03-07,2024-03-07,0,exact,2024-03-29,-94,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2025,2026,2025-04-28,2025-04-27,-1,exact,2025-05-20,-42,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Washington,2026,2027,2026-03-12,2026-03-12,0,exact,2026-03-12,-111,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2015,2016,2015-03-14,2015-03-18,4,exact,2015-03-24,-99,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2016,2017,2016-03-12,2016-03-15,3,exact,2016-06-17,-14,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2018,2019,2018-03-11,2018-03-11,0,exact,2018-03-15,-108,2018-01-10,2018-09-19,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2019,2020,2019-03-09,2019-03-09,0,exact,2019-03-14,-109,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2021,2022,2021-04-10,2021-04-10,0,exact,2021-04-15,-77,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2022,2023,2022-03-12,2022-03-12,0,exact,2022-03-18,-105,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2023,2024,2023-03-11,2023-03-11,0,exact,2023-03-17,-106,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2024,2025,2024-03-09,2024-03-09,0,exact,2024-03-14,-109,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2025,2026,2025-04-12,2025-04-12,0,exact,2025-04-17,-75,2024-11-08,2025-12-22,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
West Virginia,2026,2027,2026-03-14,2026-03-14,0,exact,2026-03-13,-110,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2015,2016,2015-03-05,2015-03-05,0,approx,2015-03-04,-119,2014-11-07,2015-12-21,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2016,2017,2016-03-05,2016-03-04,-1,approx,2016-03-03,-120,2015-11-02,2016-07-26,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2019,2020,2019-03-05,2019-02-28,-5,approx,2019-02-26,-125,2019-01-03,2019-10-03,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2021,2022,2021-03-04,2021-04-07,34,exact,2021-04-01,-91,2020-12-01,2021-12-30,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2022,2023,2022-03-11,2022-03-11,0,exact,2022-03-10,-113,2021-10-26,2022-12-12,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2023,2024,2023-03-03,2023-03-03,0,exact,2023-02-24,-127,2022-11-07,2023-11-13,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2024,2025,2024-03-08,2024-03-08,0,exact,2024-03-22,-101,2024-01-22,2024-12-11,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
Wyoming,2026,2027,2026-03-06,2026-03-11,5,exact,2026-03-05,-118,2026-01-05,2026-07-06,"NCSL Legislative Session Calendar, early vs post-session edition of the same year"
